Date,Time,SKU,AuctionCode,Title,PDP Price,Missed Price,Parity,Overcharged,OnAir Img,Missed Img,ProductUrl,Is404,Buy,Login,In Missed,Delay(min),Source
2026-08-26,19:47:21,8479468,0019843307,EverTrue Labradorite Fancy Ring Pure Yellow Brass  7.072  Ct.,,9.99,,,N,N,,N,N,N,Y,,gha
2026-08-26,19:47:21,8479457,0019843301,EverTrue Labradorite Fancy Ring Pure Yellow Brass  7.072  Ct.,,9.99,,,N,N,,N,N,N,Y,,gha
2026-08-26,19:47:21,8479458,0019843302,EverTrue Labradorite Fancy Ring Pure Yellow Brass  7.072  Ct.,,9.99,,,N,N,,N,N,N,Y,,gha
2026-08-26,19:47:21,8479464,0019843303,EverTrue Labradorite Fancy Ring Pure Yellow Brass  7.072  Ct.,,9.99,,,N,N,,N,N,N,Y,,gha
2026-08-26,19:47:21,8479465,0019843304,EverTrue Labradorite Fancy Ring Pure Yellow Brass  7.072  Ct.,,9.99,,,N,N,,N,N,N,Y,,gha
2026-08-26,19:32:25,8414797,0019843287,GP - Blue Sapphire Bypass Ring in 18K Vermeil Yellow Gold Plated Sterling Silver,12.99,12.99,MATCH,,Y,Y,/products/gp-blue-sapphire-bypass-ring-in-yellow-gold-plated-sterling-silver,N,Y,N,Y,10,gha
2026-08-26,19:42:24,8414862,0019843292,GP - Blue Sapphire Bypass Ring in 18K Vermeil Yellow Gold Plated Sterling Silver,,12.99,,,N,Y,/products/gp-blue-sapphire-bypass-ring-in-yellow-gold-plated-sterling-silver,N,N,N,Y,,gha
2026-08-26,19:42:24,8414863,0019843293,GP - Blue Sapphire Bypass Ring in 18K Vermeil Yellow Gold Plated Sterling Silver,,12.99,,,N,Y,/products/gp-blue-sapphire-bypass-ring-in-yellow-gold-plated-sterling-silver,N,N,N,Y,,gha
2026-08-26,19:42:24,8414864,0019843294,GP - Blue Sapphire Bypass Ring in 18K Vermeil Yellow Gold Plated Sterling Silver,,12.99,,,N,Y,/products/gp-blue-sapphire-bypass-ring-in-yellow-gold-plated-sterling-silver,N,N,N,Y,,gha
2026-08-26,19:42:24,8414865,0019843295,GP - Blue Sapphire Bypass Ring in 18K Vermeil Yellow Gold Plated Sterling Silver,,12.99,,,N,Y,/products/gp-blue-sapphire-bypass-ring-in-yellow-gold-plated-sterling-silver,N,N,N,Y,,gha
2026-08-26,19:42:24,8414798,0019843288,GP - Blue Sapphire Bypass Ring in 18K Vermeil Yellow Gold Plated Sterling Silver,,12.99,,,N,Y,/products/gp-blue-sapphire-bypass-ring-in-yellow-gold-plated-sterling-silver,N,N,N,Y,,gha
2026-08-26,19:42:24,8414859,0019843289,GP - Blue Sapphire Bypass Ring in 18K Vermeil Yellow Gold Plated Sterling Silver,,12.99,,,N,Y,/products/gp-blue-sapphire-bypass-ring-in-yellow-gold-plated-sterling-silver,N,N,N,Y,,gha
2026-08-26,19:42:24,8414860,0019843290,GP - Blue Sapphire Bypass Ring in 18K Vermeil Yellow Gold Plated Sterling Silver,,12.99,,,N,Y,/products/gp-blue-sapphire-bypass-ring-in-yellow-gold-plated-sterling-silver,N,N,N,Y,,gha
2026-08-26,19:42:24,8414861,0019843291,GP - Blue Sapphire Bypass Ring in 18K Vermeil Yellow Gold Plated Sterling Silver,,12.99,,,N,Y,/products/gp-blue-sapphire-bypass-ring-in-yellow-gold-plated-sterling-silver,N,N,N,Y,,gha
2026-08-26,19:40:40,8422467,0019843280,D'Joy Natural White Jade Trilogy Ring in Yellow Gold Plated Sterling Silver 5.00 Ct.,,12.99,,,N,Y,/products/djoy-natural-white-jade-trilogy-ring-in-yellow-gold-plated-sterling-silver-5-00-ct,N,N,N,Y,,gha
2026-08-26,19:40:40,8422477,0019843284,D'Joy Natural White Jade Trilogy Ring in Yellow Gold Plated Sterling Silver 5.00 Ct.,,12.99,,,N,Y,/products/djoy-natural-white-jade-trilogy-ring-in-yellow-gold-plated-sterling-silver-5-00-ct,N,N,N,Y,,gha
2026-08-26,19:35:31,8499554,0019843298,D'Joy Moissanite Solitaire Ring in Sterling Silver 2.22 Ct.,39.99,39.99,MATCH,,Y,Y,/products/djoy-moissanite-solitaire-ring-in-sterling-silver-2-22-ct,N,Y,N,Y,,gha
2026-08-26,19:30:54,8422466,0019843279,D'Joy Natural White Jade Trilogy Ring in Yellow Gold Plated Sterling Silver 5.00 Ct.,12.99,19.99,MISMATCH,Y,Y,Y,/products/djoy-natural-white-jade-trilogy-ring-in-yellow-gold-plated-sterling-silver-5-00-ct,N,Y,N,Y,9,gha
2026-08-26,19:25:34,8329258,0019843013,"Rhapsody 950 Platinum AAAA Tanzanite Solitaire Ring 2.07 Ct, Platinum Wt. 4.61 Gms.",,899.99,,,N,Y,/products/rhapsody-950-platinum-aaaa-tanzanite-solitaire-ring-platinum,N,N,N,Y,,gha
2026-08-26,19:25:34,8329257,0019843012,"Rhapsody 950 Platinum AAAA Tanzanite Solitaire Ring 2.07 Ct, Platinum Wt. 4.61 Gms.",,899.99,,,N,Y,/products/rhapsody-950-platinum-aaaa-tanzanite-solitaire-ring-platinum,N,N,N,Y,,gha
2026-08-26,19:17:23,8516236,0019843716,9K Yellow Gold AAA Indicolite & Natural White Diamond Ballerina Ring 1.00 Ct.,,499.99,,,N,Y,/products/9k-yellow-gold-aaa-indicolite-natural-white-diamond-ring-1-00-ct-m8516228,N,N,N,Y,,gha
2026-08-26,19:17:23,8516240,0019843718,9K Yellow Gold AAA Indicolite & Natural White Diamond Ballerina Ring 1.00 Ct.,,499.99,,,N,Y,/products/9k-yellow-gold-aaa-indicolite-natural-white-diamond-ring-1-00-ct-m8516228,N,N,N,Y,,gha
2026-08-26,19:17:23,8516241,0019843719,9K Yellow Gold AAA Indicolite & Natural White Diamond Ballerina Ring 1.00 Ct.,,499.99,,,N,Y,/products/9k-yellow-gold-aaa-indicolite-natural-white-diamond-ring-1-00-ct-m8516228,N,N,N,Y,,gha
2026-08-26,19:16:27,8329261,0019843011,Rhapsody 950 Platinum AAAA Tanzanite Solitaire Ring Platinum,899.99,899.99,MATCH,,Y,Y,/products/rhapsody-950-platinum-aaaa-tanzanite-solitaire-ring-platinum,N,Y,N,Y,,gha
2026-08-26,19:14:25,8415330,0019843267,Designer Inspired - Hand Made 9K Yellow Gold Horse Head Signet Ring,149.99,149.99,MATCH,,Y,Y,/products/gp-hand-made-9k-yellow-gold-horse-head-signet-ring,N,Y,N,Y,12,gha
2026-08-26,19:11:25,8497891,0019843224,Luxuriant - Lab Grown Green Diamond (VS) Solitaire Ring in Rhodium Overlay Sterling Silver 1.00 Ct.,179.99,179.99,MATCH,,Y,Y,/products/luxuriant-lab-grown-green-diamond-vs-solitaire-ring-in-rhodium-overlay-sterling-silver-1-00-ct,N,Y,N,Y,10,gha
2026-08-26,19:07:20,8516228,0019843713,9K Yellow Gold AAA Mutuca Indicolite & Natural White Diamond Ballerina Ring 1.00 Ct.,499.99,499.99,MATCH,,Y,Y,,N,Y,N,Y,9,gha
2026-08-26,19:03:20,8422303,0019843188,Luxuriant - SI-G-H Lab Grown Diamond Link Band Ring in Rhodium Overlay Sterling Silver,,39.99,,,N,Y,/products/luxuriant-lab-grown-diamond-fancy-ring-in-rhodium-overlaysterling-silver-0-104-ct,N,N,N,Y,,gha
2026-08-26,19:03:20,8422304,0019843189,Luxuriant - SI-G-H Lab Grown Diamond Link Band Ring in Rhodium Overlay Sterling Silver,,39.99,,,N,Y,/products/luxuriant-lab-grown-diamond-fancy-ring-in-rhodium-overlaysterling-silver-0-104-ct,N,N,N,Y,,gha
2026-08-26,19:03:20,8422299,0019843184,Luxuriant - SI-G-H Lab Grown Diamond Link Band Ring in Rhodium Overlay Sterling Silver,,39.99,,,N,Y,/products/luxuriant-lab-grown-diamond-fancy-ring-in-rhodium-overlaysterling-silver-0-104-ct,N,N,N,Y,,gha
2026-08-26,19:03:20,8422300,0019843185,Luxuriant - SI-G-H Lab Grown Diamond Link Band Ring in Rhodium Overlay Sterling Silver,,39.99,,,N,Y,/products/luxuriant-lab-grown-diamond-fancy-ring-in-rhodium-overlaysterling-silver-0-104-ct,N,N,N,Y,,gha
2026-08-26,19:03:20,8422301,0019843186,Luxuriant - SI-G-H Lab Grown Diamond Link Band Ring in Rhodium Overlay Sterling Silver,,39.99,,,N,Y,/products/luxuriant-lab-grown-diamond-fancy-ring-in-rhodium-overlaysterling-silver-0-104-ct,N,N,N,Y,,gha
2026-08-26,19:03:20,8422302,0019843187,Luxuriant - SI-G-H Lab Grown Diamond Link Band Ring in Rhodium Overlay Sterling Silver,,39.99,,,N,Y,/products/luxuriant-lab-grown-diamond-fancy-ring-in-rhodium-overlaysterling-silver-0-104-ct,N,N,N,Y,,gha
2026-08-26,19:02:23,8061175,0019843251,Emeraldine Triplet Quartz & White Zircon Ring in Rhodium Overlay Sterling Silver 18.20 Ct.,29.99,59.99,MISMATCH,Y,Y,Y,/products/emeraldine-triplet-quartz-white-zircon-ring-in-rhodium-overlay-sterling-silver-18-20-ct,N,Y,N,Y,10,gha
2026-08-26,18:55:36,8261878,0019843083,"Royal Princess Bali Collection - Ox Bone, Fissure Filled Ruby & Turquoise Ring in Sterling Silver 8.27 Ct, Silver Wt. 11.00 Gms",,59.99,,,N,Y,/products/royal-princess-bali-collection-ox-bone-fissure-filled-ruby-turquoise-ring-in-sterling-silver-8-27-ct-silver-wt-11-00-gms,N,N,N,Y,,gha
2026-08-26,18:55:36,8261879,0019843084,"Royal Princess Bali Collection - Ox Bone, Fissure Filled Ruby & Turquoise Ring in Sterling Silver 8.27 Ct, Silver Wt. 11.00 Gms",,59.99,,,N,Y,/products/royal-princess-bali-collection-ox-bone-fissure-filled-ruby-turquoise-ring-in-sterling-silver-8-27-ct-silver-wt-11-00-gms,N,N,N,Y,,gha
2026-08-26,18:55:36,8261876,0019843081,"Royal Princess Bali Collection - Ox Bone, Fissure Filled Ruby & Turquoise Ring in Sterling Silver 8.27 Ct, Silver Wt. 11.00 Gms",,59.99,,,N,Y,/products/royal-princess-bali-collection-ox-bone-fissure-filled-ruby-turquoise-ring-in-sterling-silver-8-27-ct-silver-wt-11-00-gms,N,N,N,Y,,gha
2026-08-26,18:55:36,8261877,0019843082,"Royal Princess Bali Collection - Ox Bone, Fissure Filled Ruby & Turquoise Ring in Sterling Silver 8.27 Ct, Silver Wt. 11.00 Gms",,59.99,,,N,Y,/products/royal-princess-bali-collection-ox-bone-fissure-filled-ruby-turquoise-ring-in-sterling-silver-8-27-ct-silver-wt-11-00-gms,N,N,N,Y,,gha
2026-08-26,18:55:36,8261872,0019843077,"Royal Princess Bali Collection - Ox Bone, Fissure Filled Ruby & Turquoise Ring in Sterling Silver 8.27 Ct, Silver Wt. 11.00 Gms",,59.99,,,N,Y,/products/royal-princess-bali-collection-ox-bone-fissure-filled-ruby-turquoise-ring-in-sterling-silver-8-27-ct-silver-wt-11-00-gms,N,N,N,Y,,gha
2026-08-26,18:55:36,8261873,0019843078,"Royal Princess Bali Collection - Ox Bone, Fissure Filled Ruby & Turquoise Ring in Sterling Silver 8.27 Ct, Silver Wt. 11.00 Gms",,59.99,,,N,Y,/products/royal-princess-bali-collection-ox-bone-fissure-filled-ruby-turquoise-ring-in-sterling-silver-8-27-ct-silver-wt-11-00-gms,N,N,N,Y,,gha
2026-08-26,18:55:36,8261874,0019843079,"Royal Princess Bali Collection - Ox Bone, Fissure Filled Ruby & Turquoise Ring in Sterling Silver 8.27 Ct, Silver Wt. 11.00 Gms",,59.99,,,N,Y,/products/royal-princess-bali-collection-ox-bone-fissure-filled-ruby-turquoise-ring-in-sterling-silver-8-27-ct-silver-wt-11-00-gms,N,N,N,Y,,gha
2026-08-26,18:55:36,8261875,0019843080,"Royal Princess Bali Collection - Ox Bone, Fissure Filled Ruby & Turquoise Ring in Sterling Silver 8.27 Ct, Silver Wt. 11.00 Gms",,59.99,,,N,Y,/products/royal-princess-bali-collection-ox-bone-fissure-filled-ruby-turquoise-ring-in-sterling-silver-8-27-ct-silver-wt-11-00-gms,N,N,N,Y,,gha
2026-08-26,18:44:23,8287864,0019843109,Luxuriant Lab Grown Diamond 5 Stone Ring in Sterling Silver 1.000 Ct.,149.99,149.99,MATCH,,Y,Y,/products/luxuriant-lab-grown-diamond-5-stone-ring-in-sterling-silver-1-000-ct,N,Y,N,Y,10,gha
2026-08-26,18:54:22,8287877,0019843113,Luxuriant Lab Grown Diamond 5 Stone Ring in Rhodium Overlay Sterling Silver 1.00 Ct.,,149.99,,,N,Y,/products/luxuriant-lab-grown-diamond-5-stone-ring-in-sterling-silver-1-000-ct,N,N,N,Y,,gha
2026-08-26,18:54:22,8287869,0019843114,Luxuriant Lab Grown Diamond 5 Stone Ring in 18K Vermeil Yellow Gold Plated Sterling Silver 1.00 Ct.,,149.99,,,N,Y,/products/luxuriant-lab-grown-diamond-5-stone-ring-in-sterling-silver-1-000-ct,N,N,N,Y,,gha
2026-08-26,18:54:22,8287870,0019843115,Luxuriant Lab Grown Diamond 5 Stone Ring in 18K Vermeil Yellow Gold Plated Sterling Silver 1.00 Ct.,,149.99,,,N,Y,/products/luxuriant-lab-grown-diamond-5-stone-ring-in-sterling-silver-1-000-ct,N,N,N,Y,,gha
2026-08-26,18:54:22,8287871,0019843116,Luxuriant Lab Grown Diamond 5 Stone Ring in 18K Vermeil Yellow Gold Plated Sterling Silver 1.00 Ct.,,149.99,,,N,Y,/products/luxuriant-lab-grown-diamond-5-stone-ring-in-sterling-silver-1-000-ct,N,N,N,Y,,gha
2026-08-26,18:54:22,8287872,0019843117,Luxuriant Lab Grown Diamond 5 Stone Ring in 18K Vermeil Yellow Gold Plated Sterling Silver 1.00 Ct.,,149.99,,,N,Y,/products/luxuriant-lab-grown-diamond-5-stone-ring-in-sterling-silver-1-000-ct,N,N,N,Y,,gha
2026-08-26,18:54:22,8287874,0019843110,Luxuriant Lab Grown Diamond 5 Stone Ring in Rhodium Overlay Sterling Silver 1.00 Ct.,,149.99,,,N,Y,/products/luxuriant-lab-grown-diamond-5-stone-ring-in-sterling-silver-1-000-ct,N,N,N,Y,,gha
2026-08-26,18:54:22,8287875,0019843111,Luxuriant Lab Grown Diamond 5 Stone Ring in Rhodium Overlay Sterling Silver 1.00 Ct.,,149.99,,,N,Y,/products/luxuriant-lab-grown-diamond-5-stone-ring-in-sterling-silver-1-000-ct,N,N,N,Y,,gha
2026-08-26,18:54:22,8287876,0019843112,Luxuriant Lab Grown Diamond 5 Stone Ring in Rhodium Overlay Sterling Silver 1.00 Ct.,,149.99,,,N,Y,/products/luxuriant-lab-grown-diamond-5-stone-ring-in-sterling-silver-1-000-ct,N,N,N,Y,,gha
2026-08-26,18:53:48,8422298,0019843183,Luxuriant - SI-G-H Lab Grown Diamond Link Band Ring in Rhodium Overlay Sterling Silver,39.99,39.99,MATCH,,Y,N,,N,Y,N,Y,1,gha
2026-08-26,18:42:24,8265041,0019843067,D'Joy Bible Ring in Yellow Gold Plated & Rhodium Overlay Sterling Silver,29.99,29.99,MATCH,,Y,Y,/products/djoy-bible-ring-in-yellow-gold-plated-rhodium-overlay-sterling-silver-silver-wt-8-98-gms,N,Y,N,Y,9,gha
2026-08-26,18:51:42,8265049,0019843075,D'Joy Bible Ring in Yellow Gold Plated & Rhodium Overlay Sterling Silver,,29.99,,,N,Y,/products/djoy-bible-ring-in-yellow-gold-plated-rhodium-overlay-sterling-silver-silver-wt-8-98-gms,N,N,N,Y,,gha
2026-08-26,18:51:42,8265043,0019843069,D'Joy Bible Ring in Yellow Gold Plated & Rhodium Overlay Sterling Silver,,29.99,,,N,Y,/products/djoy-bible-ring-in-yellow-gold-plated-rhodium-overlay-sterling-silver-silver-wt-8-98-gms,N,N,N,Y,,gha
2026-08-26,18:51:42,8265044,0019843070,D'Joy Bible Ring in Yellow Gold Plated & Rhodium Overlay Sterling Silver,,29.99,,,N,Y,/products/djoy-bible-ring-in-yellow-gold-plated-rhodium-overlay-sterling-silver-silver-wt-8-98-gms,N,N,N,Y,,gha
2026-08-26,18:51:42,8265045,0019843071,D'Joy Bible Ring in Yellow Gold Plated & Rhodium Overlay Sterling Silver,,29.99,,,N,Y,/products/djoy-bible-ring-in-yellow-gold-plated-rhodium-overlay-sterling-silver-silver-wt-8-98-gms,N,N,N,Y,,gha
2026-08-26,18:51:42,8265046,0019843072,D'Joy Bible Ring in Yellow Gold Plated & Rhodium Overlay Sterling Silver,,29.99,,,N,Y,/products/djoy-bible-ring-in-yellow-gold-plated-rhodium-overlay-sterling-silver-silver-wt-8-98-gms,N,N,N,Y,,gha
2026-08-26,18:51:42,8265047,0019843073,D'Joy Bible Ring in Yellow Gold Plated & Rhodium Overlay Sterling Silver,,29.99,,,N,Y,/products/djoy-bible-ring-in-yellow-gold-plated-rhodium-overlay-sterling-silver-silver-wt-8-98-gms,N,N,N,Y,,gha
2026-08-26,18:51:42,8265048,0019843074,D'Joy Bible Ring in Yellow Gold Plated & Rhodium Overlay Sterling Silver,,29.99,,,N,Y,/products/djoy-bible-ring-in-yellow-gold-plated-rhodium-overlay-sterling-silver-silver-wt-8-98-gms,N,N,N,Y,,gha
2026-08-26,18:51:42,8265042,0019843068,D'Joy Bible Ring in Yellow Gold Plated & Rhodium Overlay Sterling Silver,,29.99,,,N,Y,/products/djoy-bible-ring-in-yellow-gold-plated-rhodium-overlay-sterling-silver-silver-wt-8-98-gms,N,N,N,Y,,gha
2026-08-26,18:50:48,8240378,0019843064,24K Yellow Gold Natural Type A Jadeite Dragon Band Ring 40.00 Ct.,,39.99,,,N,Y,/products/24k-yellow-gold-natural-type-a-jadeite-dragon-band-ring-40-00-ct,N,N,N,Y,,gha
2026-08-26,18:50:48,8240379,0019843065,24K Yellow Gold Natural Type A Jadeite Dragon Band Ring 40.00 Ct.,,39.99,,,N,Y,/products/24k-yellow-gold-natural-type-a-jadeite-dragon-band-ring-40-00-ct,N,N,N,Y,,gha
2026-08-26,18:50:48,8240380,0019843066,24K Yellow Gold Natural Type A Jadeite Dragon Band Ring 40.00 Ct.,,39.99,,,N,Y,/products/24k-yellow-gold-natural-type-a-jadeite-dragon-band-ring-40-00-ct,N,N,N,Y,,gha
2026-08-26,18:48:25,3604172,0019843088,D'Joy - Natural Diamond (G-H) Half Eternity Band Ring in Platinum Overlay Sterling Silver 0.25 Ct.,29.99,59.99,MISMATCH,Y,Y,Y,/products/blue-diamond-bgt-half-eternity-band-ring-in-platinum-overlay-sterling-silver-0-50-ct,N,Y,N,Y,11,gha
2026-08-26,18:44:23,8422502,0019843241,D'Joy Natural Jadeite Bypass Ring in Yellow Gold Plated Sterling Silver 3.80 Ct.,,29.99,,,N,Y,/products/djoy-natural-jadeite-bypass-ring-in-yellow-gold-plated-sterling-silver-3-80-ct,N,N,N,Y,,gha
2026-08-26,18:44:23,8422499,0019843238,D'Joy Natural Jadeite Bypass Ring in Yellow Gold Plated Sterling Silver 3.80 Ct.,,29.99,,,N,Y,/products/djoy-natural-jadeite-bypass-ring-in-yellow-gold-plated-sterling-silver-3-80-ct,N,N,N,Y,,gha
2026-08-26,18:44:23,8422500,0019843239,D'Joy Natural Jadeite Bypass Ring in Yellow Gold Plated Sterling Silver 3.80 Ct.,,29.99,,,N,Y,/products/djoy-natural-jadeite-bypass-ring-in-yellow-gold-plated-sterling-silver-3-80-ct,N,N,N,Y,,gha
2026-08-26,18:44:23,8422501,0019843240,D'Joy Natural Jadeite Bypass Ring in Yellow Gold Plated Sterling Silver 3.80 Ct.,,29.99,,,N,Y,/products/djoy-natural-jadeite-bypass-ring-in-yellow-gold-plated-sterling-silver-3-80-ct,N,N,N,Y,,gha
2026-08-26,18:44:23,8422495,0019843234,D'Joy Natural Jadeite Bypass Ring in Yellow Gold Plated Sterling Silver 3.80 Ct.,,29.99,,,N,Y,/products/djoy-natural-jadeite-bypass-ring-in-yellow-gold-plated-sterling-silver-3-80-ct,N,N,N,Y,,gha
2026-08-26,18:44:23,8422496,0019843235,D'Joy Natural Jadeite Bypass Ring in Yellow Gold Plated Sterling Silver 3.80 Ct.,,29.99,,,N,Y,/products/djoy-natural-jadeite-bypass-ring-in-yellow-gold-plated-sterling-silver-3-80-ct,N,N,N,Y,,gha
2026-08-26,18:44:23,8422497,0019843236,D'Joy Natural Jadeite Bypass Ring in Yellow Gold Plated Sterling Silver 3.80 Ct.,,29.99,,,N,Y,/products/djoy-natural-jadeite-bypass-ring-in-yellow-gold-plated-sterling-silver-3-80-ct,N,N,N,Y,,gha
2026-08-26,18:44:23,8422498,0019843237,D'Joy Natural Jadeite Bypass Ring in Yellow Gold Plated Sterling Silver 3.80 Ct.,,29.99,,,N,Y,/products/djoy-natural-jadeite-bypass-ring-in-yellow-gold-plated-sterling-silver-3-80-ct,N,N,N,Y,,gha
2026-08-26,18:40:43,7556915,0019843057,9K Yellow Gold SGL Certified Diamond 5 Stone Band Ring 0.50 Ct.,,239.99,,,N,Y,/products/9k-gold-sgl-certified-diamond-5-stone-wedding-band-ring,N,N,N,Y,,gha
2026-08-26,18:38:55,8321638,0019843058,9K Yellow Gold AAAA Salamanca Fire Opal Mirage Ring 1.15 Ct.,289.99,299.99,MISMATCH,Y,Y,Y,/products/9k-yellow-gold-aaaa-salamanca-fire-opal-mirage-ring-1-15-ct,N,Y,N,Y,,gha
2026-08-26,18:32:38,8412239,0019843262,Royal Bali Collection - 9K Yellow Gold Designer Panther Ring,199.99,289.99,MISMATCH,Y,Y,Y,/products/designer-inspired-luxoro-9k-yellow-gold-panther-ring,N,Y,N,Y,10,gha
2026-08-26,18:20:27,8028049,0019843168,GP Celestial Dream Collection - Moissanite & Blue Sapphire Band Ring in 18K Vermeil Yellow Gold Plated & Rodium Overlay Sterling Silver 1.24 Ct.,39.99,39.99,MATCH,,Y,Y,/products/gp-celestial-dream-collection-moissanite-blue-sapphire-band-ring-in-18k-vermeil-yellow-gold-plated-rodium-overlay-sterling-silver-1-24-ct,N,Y,N,Y,11,gha
2026-08-26,18:31:33,8028050,0019843169,GP Celestial Dream Collection - Moissanite & Blue Sapphire Band Ring in 18K Vermeil Yellow Gold Plated & Rodium Overlay Sterling Silver 1.24 Ct.,,39.99,,,N,Y,/products/gp-celestial-dream-collection-moissanite-blue-sapphire-band-ring-in-18k-vermeil-yellow-gold-plated-rodium-overlay-sterling-silver-1-24-ct,N,N,N,Y,,gha
2026-08-26,18:31:33,8028055,0019843170,GP Celestial Dream Collection - Moissanite & Blue Sapphire Band Ring in 18K Vermeil Yellow Gold Plated & Rodium Overlay Sterling Silver 1.24 Ct.,,39.99,,,N,Y,/products/gp-celestial-dream-collection-moissanite-blue-sapphire-band-ring-in-18k-vermeil-yellow-gold-plated-rodium-overlay-sterling-silver-1-24-ct,N,N,N,Y,,gha
2026-08-26,18:31:33,8028056,0019843171,GP Celestial Dream Collection - Moissanite & Blue Sapphire Band Ring in 18K Vermeil Yellow Gold Plated & Rodium Overlay Sterling Silver 1.24 Ct.,,39.99,,,N,Y,/products/gp-celestial-dream-collection-moissanite-blue-sapphire-band-ring-in-18k-vermeil-yellow-gold-plated-rodium-overlay-sterling-silver-1-24-ct,N,N,N,Y,,gha
2026-08-26,18:27:36,8244936,0019843133,Queen Conch Shell Butterfly Ring in Rhodium Overlay Sterling Silver 9.06 Ct.,39.99,39.99,MATCH,,Y,Y,/products/queen-conch-shell-ring-in-rhodium-overlay-sterling-silver-9-06-ct-silver-wt-5-50-gms,N,Y,N,Y,10,gha
2026-08-26,18:26:09,8411907,0019841439,White Glass Pearl Choker Necklace (Size - 16-4 Inch Ext) with White Crystal and Red Glass,4.99,9.99,MISMATCH,Y,Y,Y,/products/white-glass-pearl-choker-necklace?variant=53106957943050,N,Y,N,Y,10,gha
2026-08-26,18:25:41,7751107,0019843162,RACHEL GALLEY - Moissanite Crisscross Band Ring in Two Tone Plated Sterling Silver 1.79 Ct.,,19.99,,,N,Y,/products/rachel-galley-moissanite-xo-band-ring-in-two-tone-plated-sterling-silver-1-79-ct,Y,N,N,Y,,gha
2026-08-26,18:25:41,7751109,0019843163,RACHEL GALLEY - Moissanite Crisscross Band Ring in Two Tone Plated Sterling Silver 1.79 Ct.,,19.99,,,N,Y,/products/rachel-galley-moissanite-xo-band-ring-in-two-tone-plated-sterling-silver-1-79-ct,Y,N,N,Y,,gha
2026-08-26,18:23:05,8278256,0019843118,"GP Italian Garden Collection - Madeira Citrine, Fire Opal, Blue Sapphire & White Zircon Flower Ring in 18K Vermeil Yellow Gold Plated & Rhodium Overlay Sterling Silver 1.68 Ct.",29.99,49.99,MISMATCH,Y,Y,Y,/products/gp-italian-garden-collection-madeira-citrine-fire-opal-blue-sapphire-white-zircon-flower-ring-in-18k-vermail-yellow-gold-plated-rhodium-overlay-sterling-silver-1-68-ct-silver-wt-7-41-gms,N,Y,N,Y,10,gha
2026-08-26,18:23:05,8266368,0019843215,BIGGEST CLEARANCE DEAL - D'Joy Natural Chantaburi Black Star Sapphire & Moissanite Ring in Rhodium Overlay Sterling Silver 13.27 Ct.,,39.99,,,N,Y,/products/djoy-natural-chantaburi-black-star-sapphire-moissanite-ring-in-rhodium-overlay-sterling-silver-13-27-ct,N,N,N,Y,,gha
2026-08-26,18:23:05,8266369,0019843216,BIGGEST CLEARANCE DEAL - D'Joy Natural Chantaburi Black Star Sapphire & Moissanite Ring in Rhodium Overlay Sterling Silver 13.27 Ct.,,39.99,,,N,Y,/products/djoy-natural-chantaburi-black-star-sapphire-moissanite-ring-in-rhodium-overlay-sterling-silver-13-27-ct,N,N,N,Y,,gha
2026-08-26,18:23:05,8266370,0019843217,BIGGEST CLEARANCE DEAL - D'Joy Natural Chantaburi Black Star Sapphire & Moissanite Ring in Rhodium Overlay Sterling Silver 13.27 Ct.,,39.99,,,N,Y,/products/djoy-natural-chantaburi-black-star-sapphire-moissanite-ring-in-rhodium-overlay-sterling-silver-13-27-ct,N,N,N,Y,,gha
2026-08-26,18:23:05,8266373,0019843219,BIGGEST CLEARANCE DEAL - D'Joy Natural Chantaburi Black Star Sapphire & Moissanite Ring in Rhodium Overlay Sterling Silver 13.27 Ct.,,39.99,,,N,Y,/products/djoy-natural-chantaburi-black-star-sapphire-moissanite-ring-in-rhodium-overlay-sterling-silver-13-27-ct,N,N,N,Y,,gha
2026-08-26,18:21:38,7752846,0019843172,First Time Pink Moissanite & Pink Sapphire Halo Ring in Rhodium Overlay Sterling Silver 1.61 Ct,1049.99,,,,Y,N,,N,Y,N,N,,gha
2026-08-26,18:21:38,7936115,0019843151,"Alexandrite Colour Quartz & White Zircon Ring in Rhodium Overlay Sterling Silver 11.06 Ct, Silver Wt. 6.62 Gms.",,19.99,,,N,Y,/products/alexandrite-colour-quartz-white-zircon-ring-in-rhodium-overlay-sterling-silver-11-06-ct-silver-wt-6-62-gms,N,N,N,Y,,gha
2026-08-26,18:21:38,7936117,0019843153,"Indicolite Colour Quartz & White Zircon Ring in Rhodium Overlay Sterling Silver 11.06 Ct, Silver Wt. 6.62 Gms.",,19.99,,,N,Y,/products/alexandrite-colour-quartz-white-zircon-ring-in-rhodium-overlay-sterling-silver-11-06-ct-silver-wt-6-62-gms,N,N,N,Y,,gha
2026-08-26,18:21:38,7936116,0019843152,"Indicolite Colour Quartz & White Zircon Ring in Rhodium Overlay Sterling Silver 11.06 Ct, Silver Wt. 6.62 Gms.",,19.99,,,N,Y,/products/alexandrite-colour-quartz-white-zircon-ring-in-rhodium-overlay-sterling-silver-11-06-ct-silver-wt-6-62-gms,N,N,N,Y,,gha
